time_s,amplitude_mv
6.919444,0.051124
6.922222,0.138786
6.925000,0.113661
6.927778,0.154379
6.930556,0.150360
6.933333,0.049202
6.936111,-0.012887
6.938889,0.070321
6.941667,0.170109
6.944444,0.178584
6.947222,0.163442
6.950000,0.153184
6.952778,0.104744
6.955556,0.121733
6.958333,0.143296
6.961111,0.210076
6.963889,0.212017
6.966667,0.231996
6.969444,0.168585
6.972222,0.126805
6.975000,0.186335
6.977778,0.167865
6.980556,0.234947
6.983333,0.257910
6.986111,0.249202
6.988889,0.246255
6.991667,0.255963
6.994444,0.214357
6.997222,0.166294
7.000000,0.258373
7.002778,0.365321
7.005556,0.324868
7.008333,0.261233
7.011111,0.337798
7.013889,0.279051
7.016667,0.267159
7.019444,0.299219
7.022222,0.389575
7.025000,0.364017
7.027778,0.401524
7.030556,0.346493
7.033333,0.306205
7.036111,0.302060
7.038889,0.324083
7.041667,0.403786
7.044444,0.370908
7.047222,0.336712
7.050000,0.364182
7.052778,0.324322
7.055556,0.306075
7.058333,0.324674
7.061111,0.340809
7.063889,0.399206
7.066667,0.365241
7.069444,0.311571
7.072222,0.269743
7.075000,0.315190
7.077778,0.213369
7.080556,0.313933
7.083333,0.275656
7.086111,0.318767
7.088889,0.271311
7.091667,0.171801
7.094444,0.213912
7.097222,0.193955
7.100000,0.172953
7.102778,0.291827
7.105556,0.313215
7.108333,0.283426
7.111111,0.200432
7.113889,0.154473
7.116667,0.190223
7.119444,0.229382
7.122222,0.247976
7.125000,0.198153
7.127778,0.209487
7.130556,0.171059
7.133333,0.064555
7.136111,0.125166
7.138889,0.205412
7.141667,0.195096
7.144444,0.241226
7.147222,0.188755
7.150000,0.140235
7.152778,0.113303
7.155556,0.064442
7.158333,0.082472
7.161111,0.189925
7.163889,0.221646
7.166667,0.145905
7.169444,0.169080
7.172222,0.095790
7.175000,0.090058
7.177778,0.110988
7.180556,0.167409
7.183333,0.174361
7.186111,0.217643
7.188889,0.154597
7.191667,0.121874
7.194444,0.053910
7.197222,0.154662
7.200000,0.142405
7.202778,0.188152
7.205556,0.129640
7.208333,0.129181
7.211111,0.149142
7.213889,0.090995
7.216667,0.028944
7.219444,0.152425
7.222222,0.146098
7.225000,0.222935
7.227778,0.160432
7.230556,0.128724
7.233333,0.123674
7.236111,0.058043
7.238889,0.085414
7.241667,0.151754
7.244444,0.207053
7.247222,0.131722
7.250000,0.083652
7.252778,0.120449
7.255556,0.067054
7.258333,0.097958
7.261111,0.096461
7.263889,0.162016
7.266667,0.178808
7.269444,0.172658
7.272222,0.081115
7.275000,0.136436
7.277778,0.084359
7.280556,0.125542
7.283333,0.227087
7.286111,0.191303
7.288889,0.138821
7.291667,0.108929
7.294444,0.130233
7.297222,0.144860
7.300000,0.114963
7.302778,0.176783
7.305556,0.191982
7.308333,0.135730
7.311111,0.121821
7.313889,0.094039
7.316667,0.132037
7.319444,0.168937
7.322222,0.163920
7.325000,0.185494
7.327778,0.194233
7.330556,0.116176
7.333333,0.117016
7.336111,0.093277
7.338889,0.096953
7.341667,0.139664
7.344444,0.236250
7.347222,0.177433
7.350000,0.193255
7.352778,0.090550
7.355556,0.103970
7.358333,0.191464
7.361111,0.130268
7.363889,0.135140
7.366667,0.227186
7.369444,0.129359
7.372222,0.112910
7.375000,0.078278
7.377778,0.121942
7.380556,0.126381
7.383333,0.184291
7.386111,0.207036
7.388889,0.133574
7.391667,0.100881
7.394444,0.087379
7.397222,0.066027
7.400000,0.134666
7.402778,0.189354
7.405556,0.184883
7.408333,0.164625
7.411111,0.130201
7.413889,0.081371
7.416667,0.125584
7.419444,0.182671
7.422222,0.166599
7.425000,0.213059
7.427778,0.173563
7.430556,0.150999
7.433333,0.152489
7.436111,0.117189
7.438889,0.078702
7.441667,0.187714
7.444444,0.235405
7.447222,0.180913
7.450000,0.179203
7.452778,0.090400
7.455556,0.055667
7.458333,0.128773
7.461111,0.114004
7.463889,0.189444
7.466667,0.231611
7.469444,0.101141
7.472222,0.079270
7.475000,0.068873
7.477778,0.115829
7.480556,0.147610
7.483333,0.235201
7.486111,0.225564
7.488889,0.181926
7.491667,0.129350
7.494444,0.112548
7.497222,0.085836
7.500000,0.176296
7.502778,0.155774
7.505556,0.225480
7.508333,0.212232
7.511111,0.141503
7.513889,0.100844
7.516667,0.122919
7.519444,0.061098
7.522222,0.198636
7.525000,0.206292
7.527778,0.193114
7.530556,0.178420
7.533333,0.124460
7.536111,0.093658
7.538889,0.159143
7.541667,0.213967
7.544444,0.246897
7.547222,0.245414
7.550000,0.242182
7.552778,0.149449
7.555556,0.186120
7.558333,0.253772
7.561111,0.215114
7.563889,0.312136
7.566667,0.294668
7.569444,0.274827
7.572222,0.225222
7.575000,0.235311
7.577778,0.317831
7.580556,0.268101
7.583333,0.306366
7.586111,0.305032
7.588889,0.363165
7.591667,0.250790
7.594444,0.233512
7.597222,0.225645
7.600000,0.239094
7.602778,0.289194
7.605556,0.370765
7.608333,0.303737
7.611111,0.182659
7.613889,0.184816
7.616667,0.128985
7.619444,0.117156
7.622222,0.220660
7.625000,0.219709
7.627778,0.176542
7.630556,0.073697
7.633333,0.041151
7.636111,0.070469
7.638889,0.109286
7.641667,0.163153
7.644444,0.204478
7.647222,0.322771
7.650000,0.419229
7.652778,0.448670
7.655556,0.652930
7.658333,0.835661
7.661111,1.040404
7.663889,1.178430
7.666667,1.164562
7.669444,1.062813
7.672222,0.946730
7.675000,0.816929
7.677778,0.617767
7.680556,0.485239
7.683333,0.338756
7.686111,0.329889
7.688889,0.177918
7.691667,0.059330
7.694444,-0.020508
7.697222,-0.073496
7.700000,-0.103669
7.702778,-0.097083
7.705556,-0.116066
7.708333,-0.056239
7.711111,-0.153614
7.713889,-0.193306
7.716667,-0.130229
7.719444,-0.101772
7.722222,0.054832
7.725000,0.046322
7.727778,0.097363
7.730556,0.101428
7.733333,0.067881
7.736111,0.071117
7.738889,0.109298
7.741667,0.156583
7.744444,0.169943
7.747222,0.165995
7.750000,0.187863
7.752778,0.103796
7.755556,0.074290
7.758333,0.108407
7.761111,0.200945
7.763889,0.220224
7.766667,0.215460
7.769444,0.158946
7.772222,0.145972
7.775000,0.094822
7.777778,0.127728
7.780556,0.209279
7.783333,0.245209
7.786111,0.197718
7.788889,0.176477
7.791667,0.168495
7.794444,0.198308
7.797222,0.105858
7.800000,0.216162
7.802778,0.211328
7.805556,0.251304
7.808333,0.242216
7.811111,0.205732
7.813889,0.179960
7.816667,0.207561
7.819444,0.233731
7.822222,0.254655
7.825000,0.347751
7.827778,0.337043
7.830556,0.306835
7.833333,0.208491
7.836111,0.267620
7.838889,0.316209
7.841667,0.314201
7.844444,0.376412
7.847222,0.368066
7.850000,0.394412
7.852778,0.363962
7.855556,0.250176
7.858333,0.403372
7.861111,0.346755
7.863889,0.436384
7.866667,0.434545
7.869444,0.342348
7.872222,0.346843
7.875000,0.310835
7.877778,0.347654
7.880556,0.377099
7.883333,0.438260
7.886111,0.405145
7.888889,0.364075
7.891667,0.355316
7.894444,0.310379
7.897222,0.320022
7.900000,0.310032
7.902778,0.330000
7.905556,0.347890
7.908333,0.314279
7.911111,0.306264
7.913889,0.273663
7.916667,0.234773
7.919444,0.308164
7.922222,0.338191
7.925000,0.313322
7.927778,0.254521
7.930556,0.276684
7.933333,0.184134
7.936111,0.177365
7.938889,0.184752
7.941667,0.202036
7.944444,0.200844
7.947222,0.245153
7.950000,0.156858
7.952778,0.226649
7.955556,0.084471
7.958333,0.097034
7.961111,0.185961
7.963889,0.240563
7.966667,0.187420
7.969444,0.162850
7.972222,0.044704
7.975000,0.057295
7.977778,0.059053
7.980556,0.071312
7.983333,0.162655
7.986111,0.092179
7.988889,0.086803
7.991667,0.065379
7.994444,0.029667
7.997222,0.074993
8.000000,0.108319
8.002778,0.162192
8.005556,0.166973
8.008333,0.152617
8.011111,0.074597
8.013889,0.052358
8.016667,0.060872
8.019444,0.083081
8.022222,0.106508
8.025000,0.125157
8.027778,0.091656
8.030556,0.086980
8.033333,0.035914
8.036111,0.014221
8.038889,0.043236
8.041667,0.068029
8.044444,0.157112
8.047222,0.118355
8.050000,0.051019
8.052778,0.062083
8.055556,0.009315
8.058333,0.007425
8.061111,0.121618
8.063889,0.104021
8.066667,0.103458
8.069444,0.081622
8.072222,0.073125
8.075000,0.020874
8.077778,0.001449
8.080556,0.093850
8.083333,0.096893
8.086111,0.171054
8.088889,0.083789
8.091667,-0.026039
8.094444,0.026782
8.097222,0.084625
8.100000,0.111155
8.102778,0.156394
8.105556,0.081096
8.108333,0.114096
8.111111,0.022253
8.113889,0.020039
8.116667,-0.021916
8.119444,0.030836
8.122222,0.069981
8.125000,0.134360
8.127778,0.112838
8.130556,0.055571
8.133333,-0.028595
8.136111,-0.001846
8.138889,0.014271
8.141667,0.104112
8.144444,0.136872
8.147222,0.121543
8.150000,0.028154
8.152778,-0.070417
8.155556,-0.052919
8.158333,0.066236
8.161111,0.052907
8.163889,0.071562
8.166667,0.138934
8.169444,0.092242
8.172222,0.013450
8.175000,-0.014696
8.177778,0.007252
8.180556,0.058100
8.183333,0.133151
8.186111,0.100753
8.188889,0.079220
8.191667,0.049659
8.194444,-0.045508
8.197222,0.022407
8.200000,0.028466
8.202778,-0.000638
8.205556,0.021175
8.208333,0.029473
8.211111,0.033088
8.213889,-0.010083
8.216667,-0.005049
8.219444,0.081800
8.222222,0.025253
8.225000,0.079595
8.227778,0.070921
8.230556,-0.001892
8.233333,-0.014344
8.236111,-0.067648
8.238889,0.051759
8.241667,0.030341
8.244444,0.135198
8.247222,0.061569
8.250000,0.054307
8.252778,-0.017212
8.255556,-0.028250
8.258333,-0.021386
8.261111,0.041032
8.263889,0.076104
8.266667,0.038573
8.269444,0.022952
8.272222,-0.033202
8.275000,0.035450
8.277778,-0.019152
8.280556,0.069937
8.283333,0.051549
8.286111,0.068097
8.288889,-0.009988
8.291667,-0.026643
8.294444,-0.031939
8.297222,0.019480
8.300000,0.016078
8.302778,0.088448
8.305556,0.076313
8.308333,0.080888
8.311111,-0.012591
8.313889,0.030219
8.316667,-0.053152
8.319444,-0.027750
8.322222,-0.001021
8.325000,0.122287
8.327778,0.058294
8.330556,-0.017921
8.333333,-0.005251
8.336111,-0.026305
8.338889,0.041499
8.341667,-0.022125
8.344444,0.040449
8.347222,0.023666
8.350000,-0.059637
8.352778,-0.006262
8.355556,-0.056073
8.358333,-0.000018
8.361111,0.092742
8.363889,0.043908
8.366667,0.041548
8.369444,0.027236
8.372222,0.017381
8.375000,-0.041367
8.377778,-0.018885
8.380556,0.079912
8.383333,0.102211
8.386111,0.041819
8.388889,0.045571
8.391667,0.094557
8.394444,0.046623
8.397222,0.031660
8.400000,0.096198
8.402778,0.147670
8.405556,0.186848
8.408333,0.105011
8.411111,0.082100
8.413889,0.087592
8.416667,0.080239
8.419444,0.133310
8.422222,0.116580
8.425000,0.176818
8.427778,0.174216
8.430556,0.107130
8.433333,0.052849
8.436111,0.032013
8.438889,0.028941
8.441667,0.082513
8.444444,0.134471
8.447222,0.068594
8.450000,-0.008571
8.452778,-0.053642
8.455556,-0.065569
8.458333,-0.082171
8.461111,-0.036769
8.463889,-0.022878
8.466667,-0.023164
8.469444,-0.036804
8.472222,-0.071334
8.475000,-0.112330
8.477778,-0.040248
8.480556,0.102107
8.483333,0.230732
8.486111,0.349310
8.488889,0.499905
8.491667,0.624005
8.494444,0.743410
8.497222,0.869006
8.500000,0.988437
8.502778,0.957406
8.505556,0.928260
8.508333,0.679870
8.511111,0.449377
8.513889,0.259050
8.516667,0.122546
8.519444,0.042287
8.522222,0.037608
8.525000,-0.107464
8.527778,-0.136181
8.530556,-0.249186
8.533333,-0.381459
8.536111,-0.349460
8.538889,-0.327109
8.541667,-0.356981
8.544444,-0.300625
8.547222,-0.342690
8.550000,-0.335893
8.552778,-0.267266
8.555556,-0.283718
8.558333,-0.240548
8.561111,-0.124652
8.563889,-0.089768
8.566667,-0.070775
8.569444,-0.053834
8.572222,-0.141249
8.575000,-0.144580
8.577778,-0.090566
8.580556,-0.022461
8.583333,0.022172
8.586111,-0.029703
8.588889,-0.010099
8.591667,-0.102382
8.594444,-0.046699
8.597222,-0.122740
8.600000,-0.008506
8.602778,-0.027419
8.605556,0.066231
8.608333,0.002254
8.611111,-0.084830
8.613889,-0.096338
8.616667,-0.049654
8.619444,-0.002653
8.622222,0.009051
8.625000,0.035303
8.627778,0.044127
8.630556,-0.009880
8.633333,-0.081317
8.636111,-0.064329
8.638889,0.003550
8.641667,0.081889
8.644444,0.125221
8.647222,0.096483
8.650000,0.050890
8.652778,0.034053
8.655556,-0.011633
8.658333,0.035785
8.661111,0.065533
8.663889,0.090401
8.666667,0.141802
8.669444,0.110194
8.672222,0.091665
8.675000,0.076505
8.677778,0.091867
8.680556,0.148316
8.683333,0.170709
8.686111,0.193305
8.688889,0.133937
8.691667,0.128795
8.694444,0.116953
8.697222,0.090503
8.700000,0.152493
8.702778,0.171838
8.705556,0.186241
8.708333,0.143835
8.711111,0.172474
8.713889,0.134841
8.716667,0.120177
8.719444,0.194602
8.722222,0.166631
8.725000,0.276491
8.727778,0.155575
8.730556,0.123354
8.733333,0.062708
8.736111,0.075181
8.738889,0.111563
8.741667,0.117380
8.744444,0.190201
8.747222,0.124715
8.750000,0.078711
8.752778,-0.003782
8.755556,0.016192
8.758333,0.014893
8.761111,0.033807
8.763889,0.049736
8.766667,0.140693
8.769444,0.009353
8.772222,-0.075754
8.775000,-0.079113
8.777778,-0.049865
8.780556,0.001167
8.783333,0.028592
8.786111,0.028807
8.788889,-0.047514
8.791667,-0.066510
8.794444,-0.133354
8.797222,-0.120485
8.800000,-0.096541
8.802778,-0.071432
8.805556,0.002346
8.808333,-0.037572
8.811111,-0.075126
8.813889,-0.136920
8.816667,-0.114612
8.819444,-0.159360
8.822222,-0.042770
8.825000,-0.048207
8.827778,-0.055058
8.830556,-0.105570
8.833333,-0.183281
8.836111,-0.204193
8.838889,-0.152463
8.841667,-0.073634
8.844444,-0.047081
8.847222,-0.121078
8.850000,-0.148979
8.852778,-0.180649
8.855556,-0.181622
8.858333,-0.188455
8.861111,-0.149014
8.863889,-0.101919
8.866667,-0.079099
8.869444,-0.152413
8.872222,-0.161936
8.875000,-0.145173
8.877778,-0.198696
8.880556,-0.125557
8.883333,-0.054520
8.886111,-0.094623
8.888889,-0.129644
8.891667,-0.120089
8.894444,-0.188863
8.897222,-0.136034
8.900000,-0.118416
8.902778,-0.103676
8.905556,-0.068460
8.908333,-0.097867
8.911111,-0.119338
8.913889,-0.196674
8.916667,-0.175674
8.919444,-0.144500
8.922222,-0.081066
8.925000,-0.115439
8.927778,-0.072383
8.930556,-0.130067
8.933333,-0.218523
8.936111,-0.146786
8.938889,-0.086458
8.941667,-0.081651
8.944444,-0.044978
8.947222,-0.096483
8.950000,-0.187506
8.952778,-0.231597
8.955556,-0.179866
8.958333,-0.181340
8.961111,-0.149216
8.963889,-0.094073
8.966667,-0.077697
8.969444,-0.174654
8.972222,-0.185643
8.975000,-0.145020
8.977778,-0.204990
8.980556,-0.106089
8.983333,-0.112373
8.986111,-0.078038
8.988889,-0.091636
8.991667,-0.144674
8.994444,-0.164131
8.997222,-0.215264
9.000000,-0.109249
9.002778,-0.130178
9.005556,-0.086109
9.008333,-0.110622
9.011111,-0.146145
9.013889,-0.180699
9.016667,-0.212660
9.019444,-0.193440
9.022222,-0.086165
9.025000,-0.089109
9.027778,-0.078268
9.030556,-0.155115
9.033333,-0.230744
9.036111,-0.163482
9.038889,-0.173882
9.041667,-0.110595
9.044444,-0.116220
9.047222,-0.058583
9.050000,-0.172684
9.052778,-0.194982
9.055556,-0.192739
9.058333,-0.204649
9.061111,-0.120024
9.063889,-0.051852
9.066667,-0.118756
9.069444,-0.126952
9.072222,-0.262252
9.075000,-0.198934
9.077778,-0.189430
9.080556,-0.163901
9.083333,-0.072408
9.086111,-0.111077
9.088889,-0.136614
9.091667,-0.184819
9.094444,-0.255357
9.097222,-0.220979
9.100000,-0.119984
9.102778,-0.173910
9.105556,-0.122755
9.108333,-0.136086
9.111111,-0.113971
9.113889,-0.173185
9.116667,-0.209351
9.119444,-0.118953
9.122222,-0.139550
9.125000,-0.069265
9.127778,-0.158224
9.130556,-0.126137
9.133333,-0.205189
9.136111,-0.227591
9.138889,-0.173410
9.141667,-0.116513
9.144444,-0.115470
9.147222,-0.094978
9.150000,-0.167416
9.152778,-0.169640
9.155556,-0.185941
9.158333,-0.176809
9.161111,-0.146132
9.163889,-0.098467
9.166667,-0.089611
9.169444,-0.078627
9.172222,-0.152762
9.175000,-0.169035
9.177778,-0.087140
9.180556,-0.122621
9.183333,-0.087801
9.186111,-0.076067
9.188889,-0.155476
9.191667,-0.178291
9.194444,-0.201521
9.197222,-0.152470
9.200000,-0.134629
9.202778,-0.082008
9.205556,-0.036845
9.208333,-0.061240
9.211111,-0.126691
9.213889,-0.163642
9.216667,-0.096910
9.219444,-0.063650
9.222222,-0.084315
9.225000,-0.017509
9.227778,-0.010855
9.230556,-0.023382
9.233333,-0.044705
9.236111,-0.058635
9.238889,-0.012262
9.241667,0.020314
9.244444,0.026976
9.247222,0.031267
9.250000,0.002416
9.252778,-0.038294
9.255556,-0.107365
9.258333,-0.042797
9.261111,0.007050
9.263889,0.019598
9.266667,0.008637
9.269444,-0.013119
9.272222,-0.110812
9.275000,-0.155634
9.277778,-0.110680
9.280556,-0.049134
9.283333,-0.001616
9.286111,-0.042851
9.288889,-0.161086
9.291667,-0.188775
9.294444,-0.219861
9.297222,-0.227461
9.300000,-0.184940
9.302778,-0.184429
9.305556,-0.123947
9.308333,-0.101796
9.311111,-0.077470
9.313889,-0.078626
9.316667,0.045115
9.319444,0.145457
9.322222,0.409307
9.325000,0.598245
9.327778,0.716078
9.330556,0.815774
9.333333,0.811798
9.336111,0.703051
9.338889,0.699909
9.341667,0.553580
9.344444,0.446664
9.347222,0.214432
9.350000,0.068731
9.352778,-0.098201
9.355556,-0.185287
9.358333,-0.240659
9.361111,-0.270927
9.363889,-0.331105
9.366667,-0.376287
9.369444,-0.417658
9.372222,-0.462629
9.375000,-0.505692
9.377778,-0.443133
9.380556,-0.408048
9.383333,-0.361868
9.386111,-0.298820
9.388889,-0.272630
9.391667,-0.272520
9.394444,-0.215469
9.397222,-0.252351
9.400000,-0.174013
9.402778,-0.104422
9.405556,-0.095483
9.408333,-0.126151
9.411111,-0.194289
9.413889,-0.189144
9.416667,-0.199339
9.419444,-0.181711
9.422222,-0.110488
9.425000,-0.097646
9.427778,-0.063905
9.430556,-0.101323
9.433333,-0.177961
9.436111,-0.158934
9.438889,-0.173302
9.441667,-0.086291
9.444444,-0.030942
9.447222,-0.024466
9.450000,-0.103935
9.452778,-0.083975
9.455556,-0.166278
9.458333,-0.127987
9.461111,-0.020813
9.463889,0.044609
9.466667,0.012618
9.469444,-0.030674
9.472222,-0.128503
9.475000,-0.133266
9.477778,-0.042686
9.480556,-0.008105
9.483333,0.012648
9.486111,0.060184
9.488889,0.040600
9.491667,0.032243
9.494444,-0.007364
9.497222,0.045147
9.500000,0.055549
9.502778,0.098701
9.505556,0.153355
9.508333,0.075878
9.511111,0.155270
9.513889,0.059519
9.516667,0.070225
9.519444,0.115519
9.522222,0.202692
9.525000,0.193201
9.527778,0.107954
9.530556,0.161248
9.533333,0.077447
9.536111,0.089617
9.538889,0.079566
9.541667,0.176725
9.544444,0.165764
9.547222,0.176734
9.550000,0.125512
9.552778,0.151355
9.555556,0.139294
9.558333,0.101941
9.561111,0.140399
9.563889,0.152389
9.566667,0.187760
9.569444,0.104258
9.572222,0.054374
9.575000,0.071823
9.577778,0.037149
9.580556,0.085678
9.583333,0.066458
9.586111,0.131011
9.588889,0.130425
9.591667,0.043883
9.594444,0.034009
9.597222,-0.032087
9.600000,0.030992
9.602778,0.026356
9.605556,0.051386
9.608333,0.049993
9.611111,-0.019123
9.613889,-0.101068
9.616667,-0.100786
9.619444,-0.074165
9.622222,0.017150
9.625000,0.076838
9.627778,0.032932
9.630556,-0.110298
9.633333,-0.049715
9.636111,-0.071906
9.638889,-0.120106
9.641667,-0.044049
9.644444,0.019163
9.647222,-0.010815
9.650000,-0.107300
9.652778,-0.090130
9.655556,-0.185378
9.658333,-0.105316
9.661111,-0.023782
9.663889,-0.028664
9.666667,-0.048850
9.669444,-0.042623
9.672222,-0.081520
9.675000,-0.089808
9.677778,-0.085368
9.680556,-0.038560
9.683333,-0.014508
9.686111,-0.024859
9.688889,-0.059947
9.691667,-0.111694
9.694444,-0.164960
9.697222,-0.146020
9.700000,-0.087173
9.702778,-0.032773
9.705556,0.014583
9.708333,-0.053662
9.711111,-0.063899
9.713889,-0.090973
9.716667,-0.126054
9.719444,-0.066071
9.722222,-0.049798
9.725000,0.015646
9.727778,-0.022176
9.730556,-0.117148
9.733333,-0.110557
9.736111,-0.068985
9.738889,-0.093316
9.741667,-0.031674
9.744444,-0.003811
9.747222,-0.061540
9.750000,-0.052735
9.752778,-0.147481
9.755556,-0.134678
9.758333,-0.058698
9.761111,-0.037465
9.763889,-0.026714
9.766667,-0.007162
9.769444,-0.056268
9.772222,-0.094198
9.775000,-0.092018
9.777778,-0.114967
9.780556,-0.050397
9.783333,-0.025637
9.786111,-0.059432
9.788889,-0.068639
9.791667,-0.035355
9.794444,-0.094374
9.797222,-0.133958
9.800000,-0.101429
9.802778,-0.019550
9.805556,0.042321
9.808333,-0.033624
9.811111,-0.030177
9.813889,-0.087976
9.816667,-0.079974
9.819444,-0.098825
9.822222,0.010935
9.825000,-0.008636
9.827778,0.010188
9.830556,-0.080206
9.833333,-0.084342
9.836111,-0.082029
9.838889,-0.066578
9.841667,-0.006970
9.844444,-0.002106
9.847222,-0.023772
9.850000,0.006316
9.852778,-0.047928
9.855556,-0.112404
9.858333,-0.047528
9.861111,-0.044002
9.863889,-0.026620
9.866667,0.037012
9.869444,-0.078983
9.872222,-0.040114
9.875000,-0.092598
9.877778,-0.072738
9.880556,-0.012513
9.883333,0.028016
9.886111,-0.009760
9.888889,0.007446
9.891667,-0.052017
9.894444,-0.116571
9.897222,-0.072277
9.900000,0.013331
9.902778,0.061265
9.905556,0.044198
9.908333,-0.036500
9.911111,-0.027398
9.913889,-0.045699
9.916667,-0.044995
9.919444,-0.007823
9.922222,0.021125
9.925000,0.026692
9.927778,-0.006469
9.930556,-0.085199
9.933333,-0.051912
9.936111,-0.059424
9.938889,-0.017614
9.941667,-0.031586
9.944444,0.052912
9.947222,0.085041
9.950000,-0.011763
9.952778,-0.053486
9.955556,-0.052522
9.958333,0.024201
9.961111,-0.024594
9.963889,0.042879
9.966667,0.009893
9.969444,-0.016362
9.972222,-0.041477
9.975000,-0.016646
9.977778,0.015609
9.980556,0.016630
9.983333,0.027292
9.986111,0.117840
9.988889,0.001133
9.991667,-0.044490
9.994444,-0.104059
9.997222,0.002795
10.000000,0.029627
10.002778,0.112456
10.005556,0.010312
10.008333,0.072768
10.011111,-0.009544
10.013889,-0.015709
10.016667,-0.083738
10.019444,0.046584
10.022222,0.069577
10.025000,0.065758
10.027778,0.072042
10.030556,-0.006857
10.033333,-0.030966
10.036111,-0.025490
10.038889,-0.030808
10.041667,0.100024
10.044444,0.142275
10.047222,0.083444
10.050000,0.086229
10.052778,0.039704
10.055556,0.057198
10.058333,0.063612
10.061111,0.108885
10.063889,0.207416
10.066667,0.180296
10.069444,0.217474
10.072222,0.125501
10.075000,0.085247
10.077778,0.172923
10.080556,0.199372
10.083333,0.238573
10.086111,0.256020
10.088889,0.168874
10.091667,0.138865
10.094444,0.108071
10.097222,0.078854
10.100000,0.140283
10.102778,0.218024
10.105556,0.186746
10.108333,0.105127
10.111111,0.046037
10.113889,0.100730
10.116667,0.037555
10.119444,0.038298
10.122222,0.070070
10.125000,0.029749
10.127778,0.077963
10.130556,-0.032937
10.133333,-0.020807
10.136111,-0.057501
10.138889,0.034361
10.141667,0.077560
10.144444,0.174511
10.147222,0.237760
10.150000,0.303362
10.152778,0.393815
10.155556,0.526538
10.158333,0.783915
10.161111,0.892411
10.163889,1.055106
10.166667,1.089536
10.169444,1.028080
10.172222,0.855530
10.175000,0.706373
10.177778,0.536635
10.180556,0.367277
10.183333,0.303362
10.186111,0.154977
10.188889,0.012808
10.191667,-0.046956
10.194444,-0.121185
10.197222,-0.160262
10.200000,-0.163572
10.202778,-0.233375
10.205556,-0.226274
10.208333,-0.157255
10.211111,-0.281860
10.213889,-0.240190
10.216667,-0.242893
10.219444,-0.146113
10.222222,-0.085323
10.225000,0.008017
10.227778,0.012490
10.230556,-0.016901
10.233333,-0.047024
10.236111,0.005505
10.238889,0.002829
10.241667,0.102387
10.244444,0.198377
10.247222,0.153377
10.250000,0.099473
10.252778,0.039989
10.255556,-0.023735
10.258333,0.021852
10.261111,0.145105
10.263889,0.116015
10.266667,0.118490
10.269444,0.103587
10.272222,0.039863
10.275000,0.021349
10.277778,0.079098
10.280556,0.099609
10.283333,0.143995
10.286111,0.152061
10.288889,0.167213
10.291667,0.108749
10.294444,0.092726
10.297222,0.133874
10.300000,0.157276
10.302778,0.199071
10.305556,0.240343
10.308333,0.230177
10.311111,0.172005
10.313889,0.157552
10.316667,0.144141
10.319444,0.185310
10.322222,0.284038
10.325000,0.301232
10.327778,0.292738
10.330556,0.255684
10.333333,0.222915
10.336111,0.247458
10.338889,0.292994
10.341667,0.342584
10.344444,0.344324
10.347222,0.385475
10.350000,0.319414
10.352778,0.299713
10.355556,0.284187
10.358333,0.312686
10.361111,0.329965
10.363889,0.406935
10.366667,0.470825
10.369444,0.342118
10.372222,0.316424
10.375000,0.284031
10.377778,0.300848
10.380556,0.402084
10.383333,0.368861
10.386111,0.376450
10.388889,0.310384
10.391667,0.289713
10.394444,0.232832
10.397222,0.309249
10.400000,0.407297
10.402778,0.344804
10.405556,0.310476
10.408333,0.356571
10.411111,0.258649
10.413889,0.282253
10.416667,0.230966
10.419444,0.247393
10.422222,0.294019
10.425000,0.332085
10.427778,0.276798
10.430556,0.220074
10.433333,0.186663
10.436111,0.143198
10.438889,0.215734
10.441667,0.185121
10.444444,0.242681
10.447222,0.261160
10.450000,0.202771
10.452778,0.167000
10.455556,0.130638
10.458333,0.186491
10.461111,0.216149
10.463889,0.226925
10.466667,0.233272
10.469444,0.189264
10.472222,0.109000
10.475000,0.060581
10.477778,0.128255
10.480556,0.170031
10.483333,0.218447
10.486111,0.159062
10.488889,0.128065
10.491667,0.125182
10.494444,0.083459
10.497222,0.038616
10.500000,0.143590
10.502778,0.114087
10.505556,0.151421
10.508333,0.195414
10.511111,0.166966
10.513889,0.045442
10.516667,0.075395
10.519444,0.120950
10.522222,0.213790
10.525000,0.163362
10.527778,0.145981
10.530556,0.165984
10.533333,0.073765
10.536111,0.103141
10.538889,0.067230
10.541667,0.148726
10.544444,0.128559
10.547222,0.136012
10.550000,0.154834
10.552778,0.090159
10.555556,0.071459
10.558333,0.083133
10.561111,0.141409
10.563889,0.187283
10.566667,0.204396
10.569444,0.061881
10.572222,0.075208
10.575000,0.087422
10.577778,0.097892
10.580556,0.154130
10.583333,0.185021
10.586111,0.171878
10.588889,0.135679
10.591667,0.102360
10.594444,0.120286
10.597222,0.075138
10.600000,0.133850
10.602778,0.179867
10.605556,0.232442
10.608333,0.152706
10.611111,0.148699
10.613889,0.127327
10.616667,0.092451
10.619444,0.122971
10.622222,0.160548
10.625000,0.180908
10.627778,0.196648
10.630556,0.137424
10.633333,0.103224
10.636111,0.059013
10.638889,0.093912
10.641667,0.229620
10.644444,0.184498
10.647222,0.155923
10.650000,0.184065
10.652778,0.111548
10.655556,0.109761
10.658333,0.112771
10.661111,0.149706
10.663889,0.184311
10.666667,0.144478
10.669444,0.148944
10.672222,0.119878
